n_str,repetition,m4,e4,n4,h4,epsilon4,epsilon4_h0,epsilon4_h1,epsilon4_h2,alpha_minus_epsilon4,N4_star,mondrian_rank,approx_rank,certified_rank,mondrian_finite,approx_finite,certified_finite,mondrian_coverage,approx_coverage,certified_coverage
5000,50,154,0.13115764984235173,6,0,0.0,0.0,0.30408516125332025,0.31845441328742086,0.1,6,,,,0,0,0,1.0,1.0,1.0
10000,50,334,0.08905960264998776,6,0,0.0,0.0,0.1687208800241604,0.18897453679739099,0.1,6,,,,0,0,0,1.0,1.0,1.0
20000,50,586,0.06723651244874064,6,0,0.0,0.0,0.1226643968173132,0.12992002012129256,0.1,6,,,,0,0,0,1.0,1.0,1.0
50000,50,1467,0.04249510724692616,6,2,0.08053941276440708,0.0,0.07273944431530575,0.08053941276440708,0.01946058723559292,88,,81,88,0,1,1,1.0,0.9444444444444444,0.9973226238286479
500,51,12,0.4698544706674272,4,0,0.0,0.0,0.9793036266925379,0.9926168337393,0.1,4,,,,0,0,0,1.0,1.0,1.0
1000,51,25,0.32552472614374584,4,0,0.0,0.0,0.5876645020577085,0.5876645020577085,0.1,4,,,,0,0,0,1.0,1.0,1.0
2000,51,54,0.22149152158650237,4,0,0.0,0.0,0.411275691557171,0.4345611161645755,0.1,4,,,,0,0,0,1.0,1.0,1.0
5000,51,143,0.1361087256487269,4,0,0.0,0.0,0.2724021239435379,0.29318832318865284,0.1,4,,,,0,0,0,1.0,1.0,1.0
10000,51,319,0.09112942814941934,4,0,0.0,0.0,0.15536922851986038,0.17446234660140392,0.1,4,,,,0,0,0,1.0,1.0,1.0
20000,51,602,0.06633698681272807,4,0,0.0,0.0,0.13765458179378626,0.14803886081273804,0.1,4,,,,0,0,0,1.0,1.0,1.0
50000,51,1540,0.04147569060566556,4,2,0.09367363695538221,0.0,0.08385067092452358,0.09367363695538221,0.006326363044617797,84,,77,,0,1,0,1.0,0.9426877470355731,1.0
500,52,18,0.38363456883356084,3,0,0.0,0.0,0.6921456977157838,0.7069193923893698,0.1,3,,,,0,0,0,1.0,1.0,1.0
1000,52,29,0.3022421205312754,3,0,0.0,0.0,0.5769866069364402,0.5769866069364402,0.1,3,,,,0,0,0,1.0,1.0,1.0
2000,52,69,0.1959428592866312,3,0,0.0,0.0,0.4158761312915208,0.449241252956155,0.1,3,,,,0,0,0,1.0,1.0,1.0
5000,52,139,0.1380532345261147,3,0,0.0,0.0,0.2889217213475409,0.2889217213475409,0.1,3,,,,0,0,0,1.0,1.0,1.0
10000,52,301,0.09381466643752519,3,0,0.0,0.0,0.19050442632648207,0.20402772844555997,0.1,3,,,,0,0,0,1.0,1.0,1.0
20000,52,645,0.06408761787401619,3,0,0.0,0.0,0.11312474459293911,0.12294339489157599,0.1,3,,,,0,0,0,1.0,1.0,1.0
50000,52,1493,0.04212346445929627,3,1,0.07942625605934658,0.0,0.07942625605934658,0.09183003904065638,0.02057374394065342,33,,31,,0,1,0,1.0,0.965300727032386,1.0
500,53,15,0.42025061437781924,4,0,0.0,0.0,0.8285215762251923,0.8285215762251923,0.1,4,,,,0,0,0,1.0,1.0,1.0
1000,53,29,0.3022421205312754,4,0,0.0,0.0,0.582614987341492,0.582614987341492,0.1,4,,,,0,0,0,1.0,1.0,1.0
2000,53,53,0.22357129981173743,4,0,0.0,0.0,0.473887189268732,0.473887189268732,0.1,4,,,,0,0,0,1.0,1.0,1.0
5000,53,143,0.1361087256487269,4,0,0.0,0.0,0.2952227053426354,0.2952227053426354,0.1,4,,,,0,0,0,1.0,1.0,1.0
10000,53,324,0.0904235350399294,4,0,0.0,0.0,0.18282690394222864,0.18282690394222864,0.1,4,,,,0,0,0,1.0,1.0,1.0
20000,53,617,0.06552566007666777,4,0,0.0,0.0,0.13557137893069326,0.1391952964100693,0.1,4,,,,0,0,0,1.0,1.0,1.0
50000,53,1491,0.04215170681208982,4,2,0.0840452002723571,0.0,0.07800215392012644,0.0840452002723571,0.01595479972764291,86,,79,86,0,1,1,1.0,0.9233947870311506,0.9920534011443103
500,54,12,0.4698544706674272,8,0,0.0,0.0,0.8803099544424489,0.9152769716631312,0.1,8,,,,0,0,0,1.0,1.0,1.0
1000,54,30,0.2971620592243688,8,0,0.0,0.0,0.6075881920844872,0.6075881920844872,0.1,8,,,,0,0,0,1.0,1.0,1.0
2000,54,71,0.19316338713798736,8,0,0.0,0.0,0.4247167616362708,0.4277320137583643,0.1,8,,,,0,0,0,1.0,1.0,1.0
5000,54,153,0.1315855715334242,8,0,0.0,0.0,0.2549877259064987,0.2549877259064987,0.1,8,,,,0,0,0,1.0,1.0,1.0
10000,54,328,0.08987048070787587,8,0,0.0,0.0,0.1862129713986563,0.18803633230907663,0.1,8,,,,0,0,0,1.0,1.0,1.0
20000,54,645,0.06408761787401619,8,0,0.0,0.0,0.12404051161858509,0.13775945669975168,0.1,8,,,,0,0,0,1.0,1.0,1.0
50000,54,1496,0.04208120716948269,8,2,0.08408222213684598,0.0,0.08408222213684598,0.08408222213684598,0.01591777786315403,100,,91,100,0,1,1,1.0,0.8517779993353274,0.9953472914589565
500,55,14,0.4350007129118968,5,0,0.0,0.0,0.8892094190706445,0.9261339114613206,0.1,5,,,,0,0,0,1.0,1.0,1.0
1000,55,28,0.30759195392098476,5,0,0.0,0.0,0.5755195905539354,0.5755195905539354,0.1,5,,,,0,0,0,1.0,1.0,1.0
2000,55,63,0.20506130261398986,5,0,0.0,0.0,0.4346350666930434,0.45144054859226485,0.1,5,,,,0,0,0,1.0,1.0,1.0
5000,55,145,0.13516678543432334,5,0,0.0,0.0,0.22857974239809775,0.23680186952194243,0.1,5,,,,0,0,0,1.0,1.0,1.0
10000,55,307,0.09289338716368743,5,0,0.0,0.0,0.1839357734148785,0.1861091651442613,0.1,5,,,,0,0,0,1.0,1.0,1.0
20000,55,567,0.06835376753799662,5,0,0.0,0.0,0.12682953739564068,0.12682953739564068,0.1,5,,,,0,0,0,1.0,1.0,1.0
50000,55,1498,0.04205310619328077,5,2,0.09795682409679629,0.0,0.09221700733811738,0.09795682409679629,0.0020431759032037144,99,,90,,0,1,0,1.0,0.8928336620644313,1.0
500,56,12,0.4698544706674272,5,0,0.0,0.0,0.8301763312602733,0.8667895107577817,0.1,5,,,,0,0,0,1.0,1.0,1.0
1000,56,33,0.28333290641361875,5,0,0.0,0.0,0.5420596407000506,0.5420596407000506,0.1,5,,,,0,0,0,1.0,1.0,1.0
2000,56,75,0.18794178826697086,5,0,0.0,0.0,0.3757865715944727,0.4168736096103789,0.1,5,,,,0,0,0,1.0,1.0,1.0
5000,56,149,0.13334012328758782,5,0,0.0,0.0,0.2939710267622294,0.3072860783232953,0.1,5,,,,0,0,0,1.0,1.0,1.0
10000,56,319,0.09112942814941934,5,0,0.0,0.0,0.17411646746935897,0.19339661186788873,0.1,5,,,,0,0,0,1.0,1.0,1.0
20000,56,600,0.06644745647595071,5,0,0.0,0.0,0.13376577904220396,0.13376577904220396,0.1,5,,,,0,0,0,1.0,1.0,1.0
50000,56,1466,0.042509598332512555,5,1,0.09594826750231299,0.0,0.09594826750231299,0.10485488925680882,0.004051732497687019,58,,54,,0,1,0,1.0,0.8863789615643964,1.0
500,57,15,0.42025061437781924,3,0,0.0,0.0,0.8636104576730734,0.9020227818145021,0.1,3,,,,0,0,0,1.0,1.0,1.0
1000,57,26,0.319203255916136,3,0,0.0,0.0,0.6355503300432079,0.6355503300432079,0.1,3,,,,0,0,0,1.0,1.0,1.0
2000,57,74,0.18920740383469434,3,0,0.0,0.0,0.3853673654228759,0.3853673654228759,0.1,3,,,,0,0,0,1.0,1.0,1.0
5000,57,131,0.1422061368876321,3,0,0.0,0.0,0.3341609119075319,0.3341609119075319,0.1,3,,,,0,0,0,1.0,1.0,1.0
10000,57,292,0.09524946847142562,3,0,0.0,0.0,0.17499350461057983,0.17499350461057983,0.1,3,,,,0,0,0,1.0,1.0,1.0
20000,57,605,0.06617231054676534,3,0,0.0,0.0,0.13596836546104563,0.13596836546104563,0.1,3,,,,0,0,0,1.0,1.0,1.0
50000,57,1533,0.041570276111868344,3,2,0.08645726288505003,0.0,0.07784406073498862,0.08645726288505003,0.01354273711494998,87,,80,87,0,1,1,1.0,0.9610983981693364,0.990192873488068
500,58,10,0.5146997846583985,4,0,0.0,0.0,0.8031475664626203,0.8365105000964501,0.1,4,,,,0,0,0,1.0,1.0,1.0
1000,58,32,0.2877259266251706,4,0,0.0,0.0,0.4857618191388591,0.5384534901200623,0.1,4,,,,0,0,0,1.0,1.0,1.0
2000,58,76,0.18670123485320275,4,0,0.0,0.0,0.3721268467700384,0.3835357298972343,0.1,4,,,,0,0,0,1.0,1.0,1.0
5000,58,162,0.12787818961118694,4,0,0.0,0.0,0.2346073157322415,0.2346073157322415,0.1,4,,,,0,0,0,1.0,1.0,1.0
10000,58,275,0.09814939787290909,4,0,0.0,0.0,0.19843691911704792,0.19843691911704792,0.1,4,,,,0,0,0,1.0,1.0,1.0
20000,58,614,0.06568554399083078,4,0,0.0,0.0,0.12176830553277944,0.12176830553277944,0.1,4,,,,0,0,0,1.0,1.0,1.0
50000,58,1550,0.04134168156195795,4,2,0.08297863126096006,0.0,0.07361444426647495,0.08297863126096006,0.01702136873903995,96,,88,96,0,1,1,1.0,0.9149085794655415,0.9992967651195499
500,59,13,0.4514215736702495,9,0,0.0,0.0,0.8664637578228254,0.9607251268038438,0.1,9,9,9,9,1,1,1,0.795350360183366,0.795350360183366,0.795350360183366
1000,59,31,0.2923298337811533,9,0,0.0,0.0,0.5360731441758273,0.5360731441758273,0.1,9,9,9,9,1,1,1,0.795350360183366,0.795350360183366,0.795350360183366
2000,59,56,0.2175003564559484,9,0,0.0,0.0,0.429870159538168,0.484550138379313,0.1,9,9,9,9,1,1,1,0.795350360183366,0.795350360183366,0.795350360183366
5000,59,143,0.1361087256487269,9,0,0.0,0.0,0.25905943662852016,0.25905943662852016,0.1,9,9,9,9,1,1,1,0.795350360183366,0.795350360183366,0.795350360183366
10000,59,316,0.09156098270914645,9,0,0.0,0.0,0.2059552396855469,0.2165073470757751,0.1,9,9,9,9,1,1,1,0.795350360183366,0.795350360183366,0.795350360183366
20000,59,597,0.06661420066905592,9,0,0.0,0.0,0.1197787694479645,0.13646938301268657,0.1,9,9,9,9,1,1,1,0.795350360183366,0.795350360183366,0.795350360183366
50000,59,1441,0.04287676354019946,9,2,0.08342239862899238,0.0,0.07724395645305265,0.08342239862899238,0.016577601371007625,105,9,96,105,1,1,1,0.795350360183366,0.8863785199738049,0.9777341191879503
500,60,12,0.4698544706674272,4,0,0.0,0.0,0.940353534522931,0.9516186186374271,0.1,4,,,,0,0,0,1.0,1.0,1.0
1000,60,19,0.3734024697064055,4,0,0.0,0.0,0.7557432930630122,0.7579026926441451,0.1,4,,,,0,0,0,1.0,1.0,1.0
2000,60,60,0.21012530718890962,4,0,0.0,0.0,0.4332887944505146,0.4332887944505146,0.1,4,,,,0,0,0,1.0,1.0,1.0
5000,60,159,0.12907895012938111,4,0,0.0,0.0,0.25262544898423717,0.2729585514988178,0.1,4,,,,0,0,0,1.0,1.0,1.0
10000,60,291,0.09541298699261173,4,0,0.0,0.0,0.2231314601766033,0.2231314601766033,0.1,4,,,,0,0,0,1.0,1.0,1.0
20000,60,661,0.06330722203657277,4,0,0.0,0.0,0.1272882549413375,0.1272882549413375,0.1,4,,,,0,0,0,1.0,1.0,1.0
50000,60,1503,0.04198309930905718,4,1,0.09216656154797197,0.0,0.09216656154797197,0.10703056078488662,0.007833438452028038,49,,45,,0,1,0,1.0,0.9559380378657487,1.0
500,61,19,0.3734024697064055,5,0,0.0,0.0,0.8035510254892133,0.8035510254892133,0.1,5,,,,0,0,0,1.0,1.0,1.0
1000,61,31,0.2923298337811533,5,0,0.0,0.0,0.5267289353189778,0.5496128770903423,0.1,5,,,,0,0,0,1.0,1.0,1.0
2000,61,68,0.19737835730013628,5,0,0.0,0.0,0.34948733392794656,0.3538268511451634,0.1,5,,,,0,0,0,1.0,1.0,1.0
5000,61,147,0.13424413447640776,5,0,0.0,0.0,0.24591599719707716,0.24811713948879455,0.1,5,,,,0,0,0,1.0,1.0,1.0
10000,61,269,0.09923796422624552,5,0,0.0,0.0,0.18130107937088097,0.18826252037818308,0.1,5,,,,0,0,0,1.0,1.0,1.0
20000,61,592,0.06689491915110697,5,0,0.0,0.0,0.11900580156949739,0.12564303392437776,0.1,5,,,,0,0,0,1.0,1.0,1.0
50000,61,1507,0.041927344836504524,5,2,0.08590092546535885,0.0,0.08590092546535885,0.08590092546535885,0.014099074534641154,93,,85,93,0,1,1,1.0,0.9343537414965987,0.9979591836734694
500,62,23,0.33938298766476444,5,0,0.0,0.0,0.6486175708836268,0.7120157355577146,0.1,5,,,,0,0,0,1.0,1.0,1.0
1000,62,33,0.28333290641361875,5,0,0.0,0.0,0.502714804588024,0.502714804588024,0.1,5,,,,0,0,0,1.0,1.0,1.0
2000,62,76,0.18670123485320275,5,0,0.0,0.0,0.34475181547774025,0.34475181547774025,0.1,5,,,,0,0,0,1.0,1.0,1.0
5000,62,152,0.13201770922060185,5,0,0.0,0.0,0.25477899646534724,0.25486110925585337,0.1,5,,,,0,0,0,1.0,1.0,1.0
10000,62,279,0.0974432779270511,5,0,0.0,0.0,0.16801865227288054,0.17690306743526713,0.1,5,,,,0,0,0,1.0,1.0,1.0
20000,62,588,0.06712206723820388,5,0,0.0,0.0,0.1276021890942802,0.14127252768011242,0.1,5,,,,0,0,0,1.0,1.0,1.0
50000,62,1539,0.04148916330071172,5,1,0.07760127171708174,0.0,0.07760127171708174,0.09039291012697741,0.022398728282918265,50,,46,50,0,1,1,1.0,0.9718889269797737,0.9838875557079191
500,63,19,0.3734024697064055,6,0,0.0,0.0,0.7915605342363259,0.7915605342363259,0.1,6,,,,0,0,0,1.0,1.0,1.0
1000,63,21,0.3551765947936871,6,0,0.0,0.0,0.6642089628313979,0.6642089628313979,0.1,6,,,,0,0,0,1.0,1.0,1.0
2000,63,57,0.21558401640106428,6,0,0.0,0.0,0.48295625922520896,0.48295625922520896,0.1,6,,,,0,0,0,1.0,1.0,1.0
5000,63,147,0.13424413447640776,6,0,0.0,0.0,0.25305045119642533,0.25305045119642533,0.1,6,,,,0,0,0,1.0,1.0,1.0
10000,63,340,0.08827028484206932,6,0,0.0,0.0,0.19283522459902308,0.19283522459902308,0.1,6,,,,0,0,0,1.0,1.0,1.0
20000,63,600,0.06644745647595071,6,0,0.0,0.0,0.13641825972674482,0.1461584054456147,0.1,6,,,,0,0,0,1.0,1.0,1.0
50000,63,1458,0.042626063203728984,6,2,0.08606866415480968,0.0,0.08606866415480968,0.08606866415480968,0.013931335845190324,85,,78,85,0,1,1,1.0,0.9325955734406438,0.999664654594232
500,64,19,0.3734024697064055,7,0,0.0,0.0,0.7562852096914159,0.7562852096914159,0.1,7,,,,0,0,0,1.0,1.0,1.0
1000,64,28,0.30759195392098476,7,0,0.0,0.0,0.5569020778854977,0.5680082476436474,0.1,7,,,,0,0,0,1.0,1.0,1.0
2000,64,59,0.21189854796992597,7,0,0.0,0.0,0.3514489814469557,0.35680316402419276,0.1,7,,,,0,0,0,1.0,1.0,1.0
5000,64,150,0.13289491295190142,7,0,0.0,0.0,0.24607768648458803,0.2590770823743607,0.1,7,,,,0,0,0,1.0,1.0,1.0
10000,64,289,0.09574256651286642,7,0,0.0,0.0,0.1713173947204057,0.17291833952885716,0.1,7,,,,0,0,0,1.0,1.0,1.0
20000,64,611,0.06584660400537712,7,0,0.0,0.0,0.14191760362527717,0.14191760362527717,0.1,7,,,,0,0,0,1.0,1.0,1.0
50000,64,1504,0.04196913984090435,7,2,0.07858917777513942,0.0,0.07534218530130446,0.07858917777513942,0.021410822224860585,98,,90,97,0,1,1,1.0,0.8889264010803511,0.974341661039838
500,65,16,0.4069059076796823,6,0,0.0,0.0,0.8077084907908115,0.8077084907908115,0.1,6,,,,0,0,0,1.0,1.0,1.0
1000,65,30,0.2971620592243688,6,0,0.0,0.0,0.5523251449496234,0.5523251449496234,0.1,6,,,,0,0,0,1.0,1.0,1.0
2000,65,53,0.22357129981173743,6,0,0.0,0.0,0.4579893126296683,0.5023581417250323,0.1,6,,,,0,0,0,1.0,1.0,1.0
5000,65,139,0.1380532345261147,6,0,0.0,0.0,0.27947102615559144,0.27947102615559144,0.1,6,,,,0,0,0,1.0,1.0,1.0
10000,65,301,0.09381466643752519,6,0,0.0,0.0,0.18653286048227052,0.18653286048227052,0.1,6,,,,0,0,0,1.0,1.0,1.0
20000,65,598,0.06655847987246359,6,0,0.0,0.0,0.1344459580895591,0.15360542988406686,0.1,6,,,,0,0,0,1.0,1.0,1.0
50000,65,1529,0.04162461636527819,6,1,0.07565018812395913,0.0,0.07565018812395913,0.09013473635776728,0.024349811876040878,41,,38,41,0,1,1,1.0,0.9062913907284769,0.964569536423841
500,66,17,0.39475671460027256,6,0,0.0,0.0,0.7081073129662632,0.7081073129662632,0.1,6,,,,0,0,0,1.0,1.0,1.0
1000,66,24,0.33223728237975353,6,0,0.0,0.0,0.5707958065540226,0.6240788577610021,0.1,6,,,,0,0,0,1.0,1.0,1.0
2000,66,57,0.21558401640106428,6,0,0.0,0.0,0.4128643697804014,0.4170768887180557,0.1,6,,,,0,0,0,1.0,1.0,1.0
5000,66,152,0.13201770922060185,6,0,0.0,0.0,0.22099319826982355,0.2242612899935864,0.1,6,,,,0,0,0,1.0,1.0,1.0
10000,66,289,0.09574256651286642,6,0,0.0,0.0,0.1832926615564158,0.1832926615564158,0.1,6,,,,0,0,0,1.0,1.0,1.0
20000,66,600,0.06644745647595071,6,0,0.0,0.0,0.12520647174684632,0.12765360302118461,0.1,6,,,,0,0,0,1.0,1.0,1.0
50000,66,1469,0.04246616947901671,6,1,0.09485928997672295,0.0,0.09485928997672295,0.11411480054817681,0.005140710023277054,40,,37,,0,1,0,1.0,0.8711409395973154,1.0
500,67,12,0.4698544706674272,4,0,0.0,0.0,0.9301980666755385,0.9780130927437855,0.1,4,,,,0,0,0,1.0,1.0,1.0
1000,67,28,0.30759195392098476,4,0,0.0,0.0,0.5816602882193376,0.5816602882193376,0.1,4,,,,0,0,0,1.0,1.0,1.0
2000,67,53,0.22357129981173743,4,0,0.0,0.0,0.4187846045154551,0.4187846045154551,0.1,4,,,,0,0,0,1.0,1.0,1.0
5000,67,149,0.13334012328758782,4,0,0.0,0.0,0.26530507296704553,0.2791131298053285,0.1,4,,,,0,0,0,1.0,1.0,1.0
10000,67,301,0.09381466643752519,4,0,0.0,0.0,0.19302339600489338,0.19302339600489338,0.1,4,,,,0,0,0,1.0,1.0,1.0
20000,67,591,0.06695148991737002,4,0,0.0,0.0,0.1327705286387833,0.15556051914588798,0.1,4,,,,0,0,0,1.0,1.0,1.0
50000,67,1542,0.04144878454340757,4,2,0.08500051569774818,0.0,0.08500051569774818,0.08500051569774818,0.014999484302251828,73,,67,73,0,1,1,1.0,0.9522689075630252,0.9922689075630252
500,68,18,0.38363456883356084,8,0,0.0,0.0,0.7108591480081815,0.722806451835485,0.1,8,,,,0,0,0,1.0,1.0,1.0
1000,68,30,0.2971620592243688,8,0,0.0,0.0,0.5307263500810635,0.5307263500810635,0.1,8,,,,0,0,0,1.0,1.0,1.0
2000,68,53,0.22357129981173743,8,0,0.0,0.0,0.37338560433189866,0.37621499377878953,0.1,8,,,,0,0,0,1.0,1.0,1.0
5000,68,138,0.1385525245266584,8,0,0.0,0.0,0.3144612613898068,0.3144612613898068,0.1,8,,,,0,0,0,1.0,1.0,1.0
10000,68,285,0.09641210310704186,8,0,0.0,0.0,0.18668821926747373,0.2032357684430659,0.1,8,,,,0,0,0,1.0,1.0,1.0
20000,68,602,0.06633698681272807,8,0,0.0,0.0,0.12458865133083775,0.12880564202205266,0.1,8,,,,0,0,0,1.0,1.0,1.0
50000,68,1524,0.0416928423025004,8,1,0.08112935428262018,0.0,0.08112935428262018,0.09280380218072792,0.018870645717379828,47,,44,,0,1,0,1.0,0.8687002652519894,1.0
500,69,19,0.3734024697064055,4,0,0.0,0.0,0.7255408078132675,0.7324255946988094,0.1,4,,,,0,0,0,1.0,1.0,1.0
1000,69,32,0.2877259266251706,4,0,0.0,0.0,0.5003235392702736,0.5003235392702736,0.1,4,,,,0,0,0,1.0,1.0,1.0
2000,69,50,0.2301807413001365,4,0,0.0,0.0,0.46707473840701974,0.4992476134438502,0.1,4,,,,0,0,0,1.0,1.0,1.0
5000,69,127,0.14442824235977533,4,0,0.0,0.0,0.29279133432384763,0.29279133432384763,0.1,4,,,,0,0,0,1.0,1.0,1.0
10000,69,279,0.0974432779270511,4,0,0.0,0.0,0.16977960728882455,0.16977960728882455,0.1,4,,,,0,0,0,1.0,1.0,1.0
20000,69,623,0.06520936381265156,4,0,0.0,0.0,0.11439386842463586,0.12588911253370735,0.1,4,,,,0,0,0,1.0,1.0,1.0
50000,69,1477,0.04235100677349378,4,1,0.07973899735589812,0.0,0.07973899735589812,0.09058094720126002,0.020261002644101883,38,,36,,0,1,0,1.0,0.9233149931224209,1.0
500,70,17,0.39475671460027256,8,0,0.0,0.0,0.8408331134079741,0.8887879297515207,0.1,8,,,,0,0,0,1.0,1.0,1.0
1000,70,25,0.32552472614374584,8,0,0.0,0.0,0.5623238862832084,0.5623238862832084,0.1,8,,,,0,0,0,1.0,1.0,1.0
2000,70,61,0.20839585138227815,8,0,0.0,0.0,0.4302407355135244,0.4302407355135244,0.1,8,,,,0,0,0,1.0,1.0,1.0
5000,70,174,0.12338982901306601,8,0,0.0,0.0,0.2626105574078488,0.26649266529587257,0.1,8,,,,0,0,0,1.0,1.0,1.0
10000,70,302,0.09365921535072053,8,0,0.0,0.0,0.1762824575126689,0.1888372250475802,0.1,8,,,,0,0,0,1.0,1.0,1.0
20000,70,610,0.06590055452979479,8,0,0.0,0.0,0.1307816863714047,0.13752202200868158,0.1,8,,,,0,0,0,1.0,1.0,1.0
50000,70,1607,0.040601871106150815,8,1,0.08051810132151022,0.0,0.08051810132151022,0.09241537510936987,0.01948189867848979,46,,43,,0,1,0,1.0,0.8766386554621849,1.0
500,71,13,0.4514215736702495,9,0,0.0,0.0,0.8826454752036608,0.9077571765818071,0.1,9,9,9,9,1,1,1,0.8998682476943346,0.8998682476943346,0.8998682476943346
1000,71,22,0.3470105240265526,9,0,0.0,0.0,0.6091453451667165,0.6091453451667165,0.1,9,9,9,9,1,1,1,0.8998682476943346,0.8998682476943346,0.8998682476943346
2000,71,69,0.1959428592866312,9,0,0.0,0.0,0.35389418964570496,0.37402863009087,0.1,9,9,9,9,1,1,1,0.8998682476943346,0.8998682476943346,0.8998682476943346
5000,71,161,0.12827471208100977,9,0,0.0,0.0,0.23880481204987727,0.2451459846805163,0.1,9,9,9,9,1,1,1,0.8998682476943346,0.8998682476943346,0.8998682476943346
10000,71,334,0.08905960264998776,9,0,0.0,0.0,0.19464552343478658,0.1972620691616206,0.1,9,9,9,9,1,1,1,0.8998682476943346,0.8998682476943346,0.8998682476943346
20000,71,631,0.06479467366824984,9,0,0.0,0.0,0.1549537698035356,0.16002276224639533,0.1,9,9,9,9,1,1,1,0.8998682476943346,0.8998682476943346,0.8998682476943346
50000,71,1474,0.04239408290611424,9,2,0.08995796441655543,0.0,0.08520694029504748,0.08995796441655543,0.010042035583444575,86,9,79,,1,1,0,0.8998682476943346,0.8402503293807642,1.0
500,72,15,0.42025061437781924,1,0,0.0,0.0,0.795219372322997,0.8148323778979978,0.1,1,,,,0,0,0,1.0,1.0,1.0
1000,72,25,0.32552472614374584,1,0,0.0,0.0,0.6248633438106026,0.7023374826843858,0.1,1,,,,0,0,0,1.0,1.0,1.0
2000,72,58,0.21371745298786668,1,0,0.0,0.0,0.410357188079153,0.410357188079153,0.1,1,,,,0,0,0,1.0,1.0,1.0
5000,72,142,0.1365871409222332,1,0,0.0,0.0,0.2813906925231302,0.28699066376306803,0.1,1,,,,0,0,0,1.0,1.0,1.0
10000,72,323,0.09056340138035343,1,0,0.0,0.0,0.22240898288447997,0.22303342403220294,0.1,1,,,,0,0,0,1.0,1.0,1.0
20000,72,621,0.06531428642887706,1,0,0.0,0.0,0.13069907006275386,0.13309154913635868,0.1,1,,,,0,0,0,1.0,1.0,1.0
50000,72,1523,0.041706527791889984,1,2,0.07423078016773577,0.0,0.07423078016773577,0.07423078016773577,0.02576921983226424,97,,89,96,0,1,1,1.0,0.8564340059543499,0.9715514389679126
500,73,22,0.3470105240265526,8,0,0.0,0.0,0.6209363711169151,0.7115910689166074,0.1,8,,,,0,0,0,1.0,1.0,1.0
1000,73,30,0.2971620592243688,8,0,0.0,0.0,0.573616198541223,0.573616198541223,0.1,8,,,,0,0,0,1.0,1.0,1.0
2000,73,60,0.21012530718890962,8,0,0.0,0.0,0.40526634947380635,0.41360951018210246,0.1,8,,,,0,0,0,1.0,1.0,1.0
5000,73,122,0.14735811968355284,8,0,0.0,0.0,0.28692371430904484,0.2952893893224291,0.1,8,,,,0,0,0,1.0,1.0,1.0
10000,73,292,0.09524946847142562,8,0,0.0,0.0,0.1804775507454549,0.1804775507454549,0.1,8,,,,0,0,0,1.0,1.0,1.0
20000,73,586,0.06723651244874064,8,0,0.0,0.0,0.15520885225665013,0.15520885225665013,0.1,8,,,,0,0,0,1.0,1.0,1.0
50000,73,1499,0.042039076799664905,8,2,0.09939142064972509,0.0,0.09181839927145971,0.09939142064972509,0.0006085793502749182,85,,78,,0,1,0,1.0,0.9276750330250991,1.0
500,74,13,0.4514215736702495,5,0,0.0,0.0,0.9081021660153573,0.9884593088725002,0.1,5,,,,0,0,0,1.0,1.0,1.0
1000,74,28,0.30759195392098476,5,0,0.0,0.0,0.5290665761293116,0.5378573388965007,0.1,5,,,,0,0,0,1.0,1.0,1.0
2000,74,52,0.22571078683512474,5,0,0.0,0.0,0.4240337212893621,0.4240337212893621,0.1,5,,,,0,0,0,1.0,1.0,1.0
5000,74,151,0.13245413259021133,5,0,0.0,0.0,0.25748368396630067,0.25748368396630067,0.1,5,,,,0,0,0,1.0,1.0,1.0
10000,74,303,0.0935045344601037,5,0,0.0,0.0,0.1780487999449343,0.1780487999449343,0.1,5,,,,0,0,0,1.0,1.0,1.0
20000,74,627,0.06500102665455953,5,0,0.0,0.0,0.13169408059671084,0.13470156702629427,0.1,5,,,,0,0,0,1.0,1.0,1.0
50000,74,1510,0.04188567444870058,5,1,0.07025561790202617,0.0,0.07025561790202617,0.08143239185770612,0.029744382097973837,40,,37,40,0,1,1,1.0,0.9210702341137124,0.9836120401337792
500,75,29,0.3022421205312754,12,0,0.0,0.0,0.6822651995568094,0.6822651995568094,0.1,12,12,12,12,1,1,1,0.9357484620642516,0.9357484620642516,0.9357484620642516
1000,75,36,0.27127060511978823,12,0,0.0,0.0,0.5154730803295787,0.5154730803295787,0.1,12,12,12,12,1,1,1,0.9357484620642516,0.9357484620642516,0.9357484620642516
2000,75,68,0.19737835730013628,12,0,0.0,0.0,0.4232520015856257,0.4232520015856257,0.1,12,12,12,12,1,1,1,0.9357484620642516,0.9357484620642516,0.9357484620642516
5000,75,164,0.12709605267406765,12,0,0.0,0.0,0.25851725065210257,0.25851725065210257,0.1,12,12,12,12,1,1,1,0.9357484620642516,0.9357484620642516,0.9357484620642516
10000,75,311,0.09229406873178571,12,0,0.0,0.0,0.16210671473966765,0.1697855569151153,0.1,12,12,12,12,1,1,1,0.9357484620642516,0.9357484620642516,0.9357484620642516
20000,75,587,0.06717921673109249,12,0,0.0,0.0,0.15758726961533867,0.16602758859102518,0.1,12,12,12,12,1,1,1,0.9357484620642516,0.9357484620642516,0.9357484620642516
